Datum,Uhrzeit,Produkt,ISIN,Beschreibung,FX,Änderung,,Saldo,
15-02-2016,09:50,CITI BEST SPEEDER SHORT / GOLD / STOP...,DE000CC60JT2,Transaktionsgebühr,,EUR,"-0,39",EUR,"-130,56"
15-02-2016,09:50,CITI BEST SPEEDER SHORT / GOLD / STOP...,DE000CC60JT2,"Kauf 200 zu je 4,91",,EUR,"-982,00",EUR,"-130,17"
12-02-2016,15:54,CITI BEST SPEEDER SHORT / GOLD / STOP...,DE000CC60JS4,Transaktionsgebühr,,EUR,"-4,00",EUR,"851,83"
12-02-2016,15:54,CITI BEST SPEEDER SHORT / GOLD / STOP...,DE000CC60JS4,Transaktionsgebühr,,EUR,"-0,32",EUR,"855,83"
12-02-2016,15:54,CITI BEST SPEEDER SHORT / GOLD / STOP...,DE000CC60JS4,"Verkauf 200 zu je 3,99",,EUR,"798,00",EUR,"856,15"
12-02-2016,14:58,CITI BEST SPEEDER SHORT / GOLD / STOP...,DE000CC60JS4,Transaktionsgebühr,,EUR,"-4,00",EUR,"58,15"
12-02-2016,14:58,CITI BEST SPEEDER SHORT / GOLD / STOP...,DE000CC60JS4,Transaktionsgebühr,,EUR,"-0,35",EUR,"62,15"
12-02-2016,14:58,CITI BEST SPEEDER SHORT / GOLD / STOP...,DE000CC60JS4,"Kauf 200 zu je 4,33",,EUR,"-866,00",EUR,"62,50"
12-02-2016,09:23,CITI BEST SPEEDER SHORT / GOLD / STOP...,DE000CC60JS4,Transaktionsgebühr,,EUR,"-4,00",EUR,"928,50"
12-02-2016,09:23,CITI BEST SPEEDER SHORT / GOLD / STOP...,DE000CC60JS4,Transaktionsgebühr,,EUR,"-0,16",EUR,"932,50"
12-02-2016,09:23,CITI BEST SPEEDER SHORT / GOLD / STOP...,DE000CC60JS4,Verkauf 100 zu je 4,,EUR,"400,00",EUR,"932,66"
12-02-2016,09:14,CITI BEST SPEEDER SHORT / GOLD / STOP...,DE000CC60JS4,Transaktionsgebühr,,EUR,"-4,00",EUR,"532,66"
12-02-2016,09:14,CITI BEST SPEEDER SHORT / GOLD / STOP...,DE000CC60JS4,Transaktionsgebühr,,EUR,"-0,17",EUR,"536,66"
12-02-2016,09:14,CITI BEST SPEEDER SHORT / GOLD / STOP...,DE000CC60JS4,"Kauf 100 zu je 4,15",,EUR,"-415,00",EUR,"536,83"
12-02-2016,09:08,GOLD SL 1096.1722  HB 7.44  FN 1096.1...,DE000CX0KBQ1,Transaktionsgebühr,,EUR,"-4,00",EUR,"951,83"
12-02-2016,09:08,GOLD SL 1096.1722  HB 7.44  FN 1096.1...,DE000CX0KBQ1,Transaktionsgebühr,,EUR,"-0,50",EUR,"955,83"
12-02-2016,09:08,GOLD SL 1096.1722  HB 7.44  FN 1096.1...,DE000CX0KBQ1,"Verkauf 80 zu je 15,74",,EUR,"1259,20",EUR,"956,33"
11-02-2016,15:37,GOLD SL 1096.1722  HB 7.44  FN 1096.1...,DE000CX0KBQ1,Transaktionsgebühr,,EUR,"-4,00",EUR,"-302,87"
11-02-2016,15:37,GOLD SL 1096.1722  HB 7.44  FN 1096.1...,DE000CX0KBQ1,Transaktionsgebühr,,EUR,"-0,50",EUR,"-298,87"
11-02-2016,15:37,GOLD SL 1096.1722  HB 7.44  FN 1096.1...,DE000CX0KBQ1,"Kauf 80 zu je 15,54",,EUR,"-1243,20",EUR,"-298,37"
11-02-2016,14:45,GOLD SL 1096.1722  HB 7.44  FN 1096.1...,DE000CX0KBQ1,Transaktionsgebühr,,EUR,"-4,00",EUR,"944,83"
11-02-2016,14:45,GOLD SL 1096.1722  HB 7.44  FN 1096.1...,DE000CX0KBQ1,Transaktionsgebühr,,EUR,"-0,48",EUR,"948,83"
11-02-2016,14:45,GOLD SL 1096.1722  HB 7.44  FN 1096.1...,DE000CX0KBQ1,"Verkauf 80 zu je 14,95",,EUR,"1196,00",EUR,"949,31"
11-02-2016,08:10,GOLD SL 1096.1722  HB 7.44  FN 1096.1...,DE000CX0KBQ1,Transaktionsgebühr,,EUR,"-4,00",EUR,"-246,69"
11-02-2016,08:10,GOLD SL 1096.1722  HB 7.44  FN 1096.1...,DE000CX0KBQ1,Transaktionsgebühr,,EUR,"-0,42",EUR,"-242,69"
11-02-2016,08:10,GOLD SL 1096.1722  HB 7.44  FN 1096.1...,DE000CX0KBQ1,"Kauf 80 zu je 13,08",,EUR,"-1046,40",EUR,"-242,27"
10-02-2016,16:15,GOLD SL 1096.1722  HB 7.44  FN 1096.1...,DE000CX0KBQ1,Transaktionsgebühr,,EUR,"-4,00",EUR,"804,13"
10-02-2016,16:15,GOLD SL 1096.1722  HB 7.44  FN 1096.1...,DE000CX0KBQ1,Transaktionsgebühr,,EUR,"-0,32",EUR,"808,13"
10-02-2016,16:15,GOLD SL 1096.1722  HB 7.44  FN 1096.1...,DE000CX0KBQ1,"Verkauf 70 zu je 11,25",,EUR,"787,50",EUR,"808,45"
10-02-2016,15:11,GOLD SL 1096.1722  HB 7.44  FN 1096.1...,DE000CX0KBQ1,Transaktionsgebühr,,EUR,"-4,00",EUR,"20,95"
10-02-2016,15:11,GOLD SL 1096.1722  HB 7.44  FN 1096.1...,DE000CX0KBQ1,Transaktionsgebühr,,EUR,"-0,32",EUR,"24,95"
10-02-2016,15:11,GOLD SL 1096.1722  HB 7.44  FN 1096.1...,DE000CX0KBQ1,"Kauf 70 zu je 11,4",,EUR,"-798,00",EUR,"25,27"
10-02-2016,10:04,GOLD SL 1096.1722  HB 7.44  FN 1096.1...,DE000CX0KBQ1,Transaktionsgebühr,,EUR,"-4,00",EUR,"823,27"
10-02-2016,10:04,GOLD SL 1096.1722  HB 7.44  FN 1096.1...,DE000CX0KBQ1,Transaktionsgebühr,,EUR,"-0,31",EUR,"827,27"
10-02-2016,10:04,GOLD SL 1096.1722  HB 7.44  FN 1096.1...,DE000CX0KBQ1,"Verkauf 70 zu je 11,1",,EUR,"777,00",EUR,"827,58"
10-02-2016,08:57,SILVER SL 13.50  HB 1.67  FN 12.8498 ...,DE000CW423A5,Transaktionsgebühr,,EUR,"-4,00",EUR,"50,58"
10-02-2016,08:57,SILVER SL 13.50  HB 1.67  FN 12.8498 ...,DE000CW423A5,Transaktionsgebühr,,EUR,"-0,20",EUR,"54,58"
10-02-2016,08:57,SILVER SL 13.50  HB 1.67  FN 12.8498 ...,DE000CW423A5,"Verkauf 200 zu je 2,45",,EUR,"490,00",EUR,"54,78"
09-02-2016,13:17,ING SPRINTER LONG / LONDON BRENT OIL ...,NL0011616198,Transaktionsgebühr,,EUR,"-4,00",EUR,"-435,22"
09-02-2016,13:17,ING SPRINTER LONG / LONDON BRENT OIL ...,NL0011616198,Transaktionsgebühr,,EUR,"-0,15",EUR,"-431,22"
09-02-2016,13:17,ING SPRINTER LONG / LONDON BRENT OIL ...,NL0011616198,"Verkauf 100 zu je 3,85",,EUR,"385,00",EUR,"-431,07"
09-02-2016,09:00,ING SPRINTER LONG / LONDON BRENT OIL ...,NL0011616198,Transaktionsgebühr,,EUR,"-4,00",EUR,"-816,07"
09-02-2016,09:00,ING SPRINTER LONG / LONDON BRENT OIL ...,NL0011616198,Transaktionsgebühr,,EUR,"-0,16",EUR,"-812,07"
09-02-2016,09:00,ING SPRINTER LONG / LONDON BRENT OIL ...,NL0011616198,"Kauf 100 zu je 4,04",,EUR,"-404,00",EUR,"-811,91"
08-02-2016,14:26,SILVER SL 13.50  HB 1.67  FN 12.8498 ...,DE000CW423A5,Transaktionsgebühr,,EUR,"-4,00",EUR,"-407,91"
08-02-2016,14:26,SILVER SL 13.50  HB 1.67  FN 12.8498 ...,DE000CW423A5,Transaktionsgebühr,,EUR,"-0,19",EUR,"-403,91"
08-02-2016,14:26,SILVER SL 13.50  HB 1.67  FN 12.8498 ...,DE000CW423A5,"Kauf 200 zu je 2,33",,EUR,"-466,00",EUR,"-403,72"
08-02-2016,11:49,,,Einzahlung,,EUR,"831,00",EUR,"62,28"
08-02-2016,11:10,MOBOTIX AG O.N,DE0005218309,Transaktionsgebühr,,EUR,"-2,00",EUR,"-768,72"
08-02-2016,11:10,MOBOTIX AG O.N,DE0005218309,Transaktionsgebühr,,EUR,"-0,01",EUR,"-766,72"
08-02-2016,11:10,MOBOTIX AG O.N,DE0005218309,"Verkauf 10 zu je 13,8",,EUR,"138,00",EUR,"-766,71"
08-02-2016,10:01,GOLD SL 1096.1722  HB 7.44  FN 1096.1...,DE000CX0KBQ1,Transaktionsgebühr,,EUR,"-4,00",EUR,"-904,71"
08-02-2016,10:01,GOLD SL 1096.1722  HB 7.44  FN 1096.1...,DE000CX0KBQ1,Transaktionsgebühr,,EUR,"-0,27",EUR,"-900,71"
08-02-2016,10:01,GOLD SL 1096.1722  HB 7.44  ,DE000CX0KBQ1,"Kauf 70 zu je 9,69",,EUR,"-678,30",EUR,"-900,44"
,,FN 1096.1...,,,,,,,
08-02-2016,09:44,IS.S.GL.SE.D.100 U.ETF A,DE000A0F5UH1,Transaktionsgebühr,,EUR,"-2,00",EUR,"-222,14"
08-02-2016,09:44,IS.S.GL.SE.D.100 U.ETF A,DE000A0F5UH1,Transaktionsgebühr,,EUR,"-0,07",EUR,"-220,14"
08-02-2016,09:44,IS.S.GL.SE.D.100 U.ETF A,DE000A0F5UH1,"Verkauf 14 zu je 24,04",,EUR,"336,56",EUR,"-220,07"
04-02-2016,14:20,CITI BEST SPEEDER SHORT / GOLD / STOP...,DE000CX0HUC7,Transaktionsgebühr,,EUR,"-4,00",EUR,"-556,63"
04-02-2016,14:20,CITI BEST SPEEDER SHORT / GOLD / STOP...,DE000CX0HUC7,Transaktionsgebühr,,EUR,"-0,01",EUR,"-552,63"
04-02-2016,14:20,CITI BEST SPEEDER SHORT / GOLD / STOP...,DE000CX0HUC7,"Verkauf 40 zu je 0,5",,EUR,"20,00",EUR,"-552,62"
03-02-2016,11:55,GOLD SL 1096.1722  HB 7.44  FN 1096.1...,DE000CX0KBQ1,Transaktionsgebühr,,EUR,"-4,00",EUR,"-572,62"
03-02-2016,11:55,GOLD SL 1096.1722  HB 7.44  FN 1096.1...,DE000CX0KBQ1,Transaktionsgebühr,,EUR,"-0,13",EUR,"-568,62"
03-02-2016,11:55,GOLD SL 1096.1722  HB 7.44  FN 1096.1...,DE000CX0KBQ1,"Verkauf 50 zu je 6,35",,EUR,"317,50",EUR,"-568,49"
02-02-2016,11:31,GOLD SL 1096.1722  HB 7.44  FN 1096.1...,DE000CX0KBQ1,Transaktionsgebühr,,EUR,"-4,00",EUR,"-885,99"
02-02-2016,11:31,GOLD SL 1096.1722  HB 7.44  FN 1096.1...,DE000CX0KBQ1,Transaktionsgebühr,,EUR,"-0,12",EUR,"-881,99"
02-02-2016,11:31,GOLD SL 1096.1722  HB 7.44  FN 1096.1...,DE000CX0KBQ1,"Kauf 50 zu je 5,89",,EUR,"-294,50",EUR,"-881,87"
01-02-2016,09:24,GOLD SL 1080.3674  HB 6.81  FN 1080.3...,DE000CF04SN7,Transaktionsgebühr,,EUR,"-4,00",EUR,"-587,37"
01-02-2016,09:24,GOLD SL 1080.3674  HB 6.81  FN 1080.3...,DE000CF04SN7,Transaktionsgebühr,,EUR,"-0,13",EUR,"-583,37"
01-02-2016,09:24,GOLD SL 1080.3674  HB 6.81  FN 1080.3...,DE000CF04SN7,"Verkauf 45 zu je 7,1",,EUR,"319,50",EUR,"-583,24"
01-02-2016,00:00,,,Zinsen,,EUR,"-1,89",EUR,"-902,74"
26-01-2016,12:48,,,Einzahlung,,EUR,"100,00",EUR,"-900,85"
26-01-2016,08:33,GOLD SL 1080.3674  HB 6.81  FN 1080.3...,DE000CF04SN7,Transaktionsgebühr,,EUR,"-4,00",EUR,"-1000,85"
26-01-2016,08:33,GOLD SL 1080.3674  HB 6.81  FN 1080.3...,DE000CF04SN7,Transaktionsgebühr,,EUR,"-0,12",EUR,"-996,85"
26-01-2016,08:33,GOLD SL 1080.3674  HB 6.81  FN 1080.3...,DE000CF04SN7,"Kauf 45 zu je 6,77",,EUR,"-304,65",EUR,"-996,73"
25-01-2016,09:51,GOLD SL 1063.9712  HB 6.26  FN 1063.9...,DE000CW0JYL7,Transaktionsgebühr,,EUR,"-4,00",EUR,"-692,08"
25-01-2016,09:51,GOLD SL 1063.9712  HB 6.26  FN 1063.9...,DE000CW0JYL7,Transaktionsgebühr,,EUR,"-0,11",EUR,"-688,08"
25-01-2016,09:51,GOLD SL 1063.9712  HB 6.26  FN 1063.9...,DE000CW0JYL7,"Verkauf 40 zu je 7,03",,EUR,"281,20",EUR,"-687,97"
22-01-2016,11:27,GOLD SL 1063.9712  HB 6.26  FN 1063.9...,DE000CW0JYL7,Transaktionsgebühr,,EUR,"-4,00",EUR,"-969,17"
22-01-2016,11:27,GOLD SL 1063.9712  HB 6.26  FN 1063.9...,DE000CW0JYL7,Transaktionsgebühr,,EUR,"-0,10",EUR,"-965,17"
22-01-2016,11:27,GOLD SL 1063.9712  HB 6.26  FN 1063.9...,DE000CW0JYL7,"Kauf 40 zu je 6,38",,EUR,"-255,20",EUR,"-965,07"
22-01-2016,09:35,CITI BEST SPEEDER SHORT / GOLD / STOP...,DE000CX0HUC7,Transaktionsgebühr,,EUR,"-4,00",EUR,"-709,87"
22-01-2016,09:35,CITI BEST SPEEDER SHORT / GOLD / STOP...,DE000CX0HUC7,Transaktionsgebühr,,EUR,"-0,09",EUR,"-705,87"
22-01-2016,09:35,CITI BEST SPEEDER SHORT / GOLD / STOP...,DE000CX0HUC7,"Kauf 40 zu je 5,63",,EUR,"-225,20",EUR,"-705,78"
22-01-2016,08:20,GOLD SL 1080.3674  HB 6.81  FN 1080.3...,DE000CF04SN7,Transaktionsgebühr,,EUR,"-4,00",EUR,"-480,58"
22-01-2016,08:20,GOLD SL 1080.3674  HB 6.81  FN 1080.3...,DE000CF04SN7,Transaktionsgebühr,,EUR,"-0,12",EUR,"-476,58"
22-01-2016,08:20,GOLD SL 1080.3674  HB 6.81  FN 1080.3...,DE000CF04SN7,"Verkauf 60 zu je 4,91",,EUR,"294,60",EUR,"-476,46"
20-01-2016,17:27,CITI BEST SPEEDER SHORT / GOLD / STOP...,DE000CX0HUE3,Transaktionsgebühr,,EUR,"-4,00",EUR,"-771,06"
20-01-2016,17:27,CITI BEST SPEEDER SHORT / GOLD / STOP...,DE000CX0HUE3,Transaktionsgebühr,,EUR,"-0,03",EUR,"-767,06"
20-01-2016,17:27,CITI BEST SPEEDER SHORT / GOLD / STOP...,DE000CX0HUE3,"Verkauf 60 zu je 1,26",,EUR,"75,60",EUR,"-767,03"
15-01-2016,11:40,CITI BEST SPEEDER SHORT / GOLD / STOP...,DE000CX0HUE3,Transaktionsgebühr,,EUR,"-4,00",EUR,"-842,63"
15-01-2016,11:40,CITI BEST SPEEDER SHORT / GOLD / STOP...,DE000CX0HUE3,Transaktionsgebühr,,EUR,"-0,08",EUR,"-838,63"
15-01-2016,11:40,CITI BEST SPEEDER SHORT / GOLD / STOP...,DE000CX0HUE3,"Kauf 60 zu je 3,3",,EUR,"-198,00",EUR,"-838,55"
15-01-2016,00:00,IS.S.GL.SE.D.100 U.ETF A,DE000A0F5UH1,Dividende,,EUR,"2,91",EUR,"-640,55"
14-01-2016,09:04,CITI BEST SPEEDER SHORT / GOLD / STOP...,DE000CX0HUA1,Transaktionsgebühr,,EUR,"-4,00",EUR,"-643,46"
14-01-2016,09:04,CITI BEST SPEEDER SHORT / GOLD / STOP...,DE000CX0HUA1,Transaktionsgebühr,,EUR,"-0,08",EUR,"-639,46"
14-01-2016,09:04,CITI BEST SPEEDER SHORT / GOLD / STOP...,DE000CX0HUA1,"Verkauf 20 zu je 9,91",,EUR,"198,20",EUR,"-639,38"
14-01-2016,08:01,GOLD SL 1080.3674  HB 6.81  FN 1080.3...,DE000CF04SN7,Transaktionsgebühr,,EUR,"-4,00",EUR,"-837,58"
14-01-2016,08:01,GOLD SL 1080.3674  HB 6.81  FN 1080.3...,DE000CF04SN7,Transaktionsgebühr,,EUR,"-0,11",EUR,"-833,58"
14-01-2016,08:01,GOLD SL 1080.3674  HB 6.81  FN 1080.3...,DE000CF04SN7,"Kauf 60 zu je 4,4",,EUR,"-264,00",EUR,"-833,47"
11-01-2016,09:49,GOLD SL 1080.3674  HB 6.81  FN 1080.3...,DE000CF04SN7,Transaktionsgebühr,,EUR,"-4,00",EUR,"-569,47"
11-01-2016,09:49,GOLD SL 1080.3674  HB 6.81  FN 1080.3...,DE000CF04SN7,Transaktionsgebühr,,EUR,"-0,09",EUR,"-565,47"
11-01-2016,09:49,GOLD SL 1080.3674  HB 6.81  FN 1080.3...,DE000CF04SN7,"Verkauf 40 zu je 5,48",,EUR,"219,20",EUR,"-565,38"
08-01-2016,11:33,CITI BEST SPEEDER SHORT / GOLD / STOP...,DE000CX0HUA1,Transaktionsgebühr,,EUR,"-4,00",EUR,"-784,58"
08-01-2016,11:33,CITI BEST SPEEDER SHORT / GOLD / STOP...,DE000CX0HUA1,Transaktionsgebühr,,EUR,"-0,07",EUR,"-780,58"
08-01-2016,11:33,CITI BEST SPEEDER SHORT / GOLD / STOP...,DE000CX0HUA1,"Kauf 20 zu je 9,17",,EUR,"-183,40",EUR,"-780,51"
07-01-2016,08:18,GOLD SL 1080.3674  HB 6.81  FN 1080.3...,DE000CF04SN7,Transaktionsgebühr,,EUR,"-4,00",EUR,"-597,11"
07-01-2016,08:18,GOLD SL 1080.3674  HB 6.81  FN 1080.3...,DE000CF04SN7,Transaktionsgebühr,,EUR,"-0,08",EUR,"-593,11"
07-01-2016,08:18,GOLD SL 1080.3674  HB 6.81  FN 1080.3...,DE000CF04SN7,"Kauf 40 zu je 5,21",,EUR,"-208,40",EUR,"-593,03"
01-01-2016,00:00,,,Zinsen,,EUR,"-0,41",EUR,"-384,63"
31-12-2015,00:00,,,Einrichtung von Handelsmodalitäten bis 2015,,EUR,"-10,00",EUR,"-384,22"
29-12-2015,11:47,,,Einzahlung,,EUR,"100,00",EUR,"-374,22"
21-12-2015,11:21,DAX SL 10712.15  FN 10712.15  R 100.0...,DE000CX0JDM8,Transaktionsgebühr,,EUR,"-4,00",EUR,"-474,22"
21-12-2015,11:21,DAX SL 10712.15  FN 10712.15  R 100.0...,DE000CX0JDM8,Transaktionsgebühr,,EUR,"-0,06",EUR,"-470,22"
21-12-2015,11:21,DAX SL 10712.15  FN 10712.15  R 100.0...,DE000CX0JDM8,"Verkauf 100 zu je 1,4",,EUR,"140,00",EUR,"-470,16"
21-12-2015,10:42,DAX SL 10712.15  FN 10712.15  R 100.0...,DE000CX0JDM8,Transaktionsgebühr,,EUR,"-4,00",EUR,"-610,16"
21-12-2015,10:42,DAX SL 10712.15  FN 10712.15  R 100.0...,DE000CX0JDM8,Transaktionsgebühr,,EUR,"-0,06",EUR,"-606,16"
21-12-2015,10:42,DAX SL 10712.15  FN 10712.15  R 100.0...,DE000CX0JDM8,"Kauf 100 zu je 1,6",,EUR,"-160,00",EUR,"-606,10"
21-12-2015,00:00,,,Währungswechsel (Ausbuchung),,GBP,"-1,99",GBP,"0,00"
21-12-2015,00:00,,,Währungswechsel (Einbuchung),"0,7339",EUR,"2,71",EUR,"-446,10"
21-12-2015,00:00,ING BEST SPRINTER LONG / GOLD / STOP ...,NL0011484373,Verkauf 30 zu je 0,,EUR,"0,00",EUR,"-448,81"
18-12-2015,17:45,ROYAL DUTCH SHELLA,GB00B03MLX29,Dividendensteuer,,EUR,"-0,73",EUR,"-448,81"
18-12-2015,17:45,ROYAL DUTCH SHELLA,GB00B03MLX29,Dividendensteuer,,EUR,"0,77",EUR,"-448,08"
18-12-2015,14:21,CITI TURBO SHORT / DAX / STOP LOSS 11...,DE000CX0NYJ2,Transaktionsgebühr,,EUR,"-4,00",EUR,"-448,85"
18-12-2015,14:21,CITI TURBO SHORT / DAX / STOP LOSS 11...,DE000CX0NYJ2,Transaktionsgebühr,,EUR,"-0,02",EUR,"-444,85"
18-12-2015,14:21,CITI TURBO SHORT / DAX / STOP LOSS 11...,DE000CX0NYJ2,"Verkauf 10 zu je 4,05",,EUR,"40,50",EUR,"-444,83"
18-12-2015,12:19,CITI TURBO SHORT / DAX / STOP LOSS 11...,DE000CX0NYJ2,Transaktionsgebühr,,EUR,"-4,00",EUR,"-485,33"
18-12-2015,12:19,CITI TURBO SHORT / DAX / STOP LOSS 11...,DE000CX0NYJ2,Transaktionsgebühr,,EUR,"-0,01",EUR,"-481,33"
18-12-2015,12:19,CITI TURBO SHORT / DAX / STOP LOSS 11...,DE000CX0NYJ2,"Kauf 10 zu je 3,15",,EUR,"-31,50",EUR,"-481,32"
18-12-2015,10:20,ROYAL DUTCH SHELLA,GB00B03MLX29,Dividende,,EUR,"5,16",EUR,"-449,82"
18-12-2015,10:20,ROYAL DUTCH SHELLA,GB00B03MLX29,Dividendensteuer,,EUR,"-0,77",EUR,"-454,98"
18-12-2015,08:05,CITI TURBO SHORT / DAX / STOP LOSS 10...,DE000CX0PBC0,Transaktionsgebühr,,EUR,"-4,00",EUR,"-454,21"
18-12-2015,08:05,CITI TURBO SHORT / DAX / STOP LOSS 10...,DE000CX0PBC0,Transaktionsgebühr,,EUR,"-0,01",EUR,"-450,21"
18-12-2015,08:05,CITI TURBO SHORT / DAX / STOP LOSS 10...,DE000CX0PBC0,"Verkauf 10 zu je 2,52",,EUR,"25,20",EUR,"-450,20"
18-12-2015,00:00,"BP PLC DL-,25",GB0007980591,Dividende,,GBP,"2,21",GBP,"1,99"
18-12-2015,00:00,"BP PLC DL-,25",GB0007980591,Dividendensteuer,,GBP,"-0,22",GBP,"-0,22"
18-12-2015,00:00,MOBOTIX AG O.N,DE0005218309,Dividende,,EUR,"5,00",EUR,"-475,40"
18-12-2015,00:00,MOBOTIX AG O.N,DE0005218309,Dividendensteuer,,EUR,"-1,32",EUR,"-480,40"
17-12-2015,14:09,CITI TURBO SHORT / DAX / STOP LOSS 10...,DE000CX0PBC0,Transaktionsgebühr,,EUR,"-4,00",EUR,"-479,08"
17-12-2015,14:09,CITI TURBO SHORT / DAX / STOP LOSS 10...,DE000CX0PBC0,Transaktionsgebühr,,EUR,"-0,01",EUR,"-475,08"
17-12-2015,14:09,CITI TURBO SHORT / DAX / STOP LOSS 10...,DE000CX0PBC0,"Kauf 10 zu je 1,27",,EUR,"-12,70",EUR,"-475,07"
17-12-2015,08:51,CITI TURBO SHORT / DAX / STOP LOSS 10...,DE000CX0PHQ7,Transaktionsgebühr,,EUR,"-4,00",EUR,"-462,37"
17-12-2015,08:51,CITI TURBO SHORT / DAX / STOP LOSS 10...,DE000CX0PHQ7,"Verkauf 30 zu je 0,32",,EUR,"9,60",EUR,"-458,37"
15-12-2015,15:32,CITI TURBO SHORT / DAX / STOP LOSS 10...,DE000CX0PHQ7,Transaktionsgebühr,,EUR,"-4,00",EUR,"-467,97"
15-12-2015,15:32,CITI TURBO SHORT / DAX / STOP LOSS 10...,DE000CX0PHQ7,Transaktionsgebühr,,EUR,"-0,03",EUR,"-463,97"
15-12-2015,15:32,CITI TURBO SHORT / DAX / STOP LOSS 10...,DE000CX0PHQ7,"Kauf 30 zu je 2,6",,EUR,"-78,00",EUR,"-463,94"
15-12-2015,12:56,BNP PARIBAS BOOSTER LONG / DAX / STOP...,NL0011441746,Transaktionsgebühr,,EUR,"-4,00",EUR,"-385,94"
15-12-2015,12:56,BNP PARIBAS BOOSTER LONG / DAX / STOP...,NL0011441746,Transaktionsgebühr,,EUR,"-0,03",EUR,"-381,94"
15-12-2015,12:56,BNP PARIBAS BOOSTER LONG / DAX / STOP...,NL0011441746,"Verkauf 20 zu je 4,01",,EUR,"80,20",EUR,"-381,91"
15-12-2015,09:12,BNP PARIBAS BOOSTER LONG / DAX / STOP...,NL0011441746,Transaktionsgebühr,,EUR,"-4,00",EUR,"-462,11"
15-12-2015,09:12,BNP PARIBAS BOOSTER LONG / DAX / STOP...,NL0011441746,Transaktionsgebühr,,EUR,"-0,02",EUR,"-458,11"
15-12-2015,09:12,BNP PARIBAS BOOSTER LONG / DAX / STOP...,NL0011441746,Kauf 20 zu je 3,,EUR,"-60,00",EUR,"-458,09"
15-12-2015,08:23,CITI TURBO SHORT / DAX / STOP LOSS 10...,DE000CX0PHQ7,Transaktionsgebühr,,EUR,"-4,00",EUR,"-398,09"
15-12-2015,08:23,CITI TURBO SHORT / DAX / STOP LOSS 10...,DE000CX0PHQ7,Transaktionsgebühr,,EUR,"-0,05",EUR,"-394,09"
15-12-2015,08:23,CITI TURBO SHORT / DAX / STOP LOSS 10...,DE000CX0PHQ7,"Verkauf 30 zu je 4,52",,EUR,"135,60",EUR,"-394,04"
14-12-2015,16:22,ING BEST SPRINTER LONG / ROYAL DUTCH ...,NL0011372974,Transaktionsgebühr,,EUR,"-4,00",EUR,"-529,64"
14-12-2015,16:22,ING BEST SPRINTER LONG / ROYAL DUTCH ...,NL0011372974,"Verkauf 20 zu je 0,24",,EUR,"4,80",EUR,"-525,64"
14-12-2015,14:21,ING BEST SPRINTER LONG / GOLD / STOP ...,NL0011484373,Transaktionsgebühr,,EUR,"-4,00",EUR,"-530,44"
14-12-2015,14:21,ING BEST SPRINTER LONG / GOLD / STOP ...,NL0011484373,Transaktionsgebühr,,EUR,"-0,02",EUR,"-526,44"
14-12-2015,14:21,ING BEST SPRINTER LONG / GOLD / STOP ...,NL0011484373,"Kauf 30 zu je 1,75",,EUR,"-52,50",EUR,"-526,42"
14-12-2015,13:41,CITI SPEEDER LONG / BAYER / STOP LOSS...,DE000CX0H864,Transaktionsgebühr,,EUR,"-4,00",EUR,"-473,92"
14-12-2015,13:41,CITI SPEEDER LONG / BAYER / STOP LOSS...,DE000CX0H864,"Verkauf 30 zu je 0,32",,EUR,"9,60",EUR,"-469,92"
14-12-2015,09:17,CITI TURBO SHORT / DAX / STOP LOSS 10...,DE000CX0PHQ7,Transaktionsgebühr,,EUR,"-4,00",EUR,"-479,52"
14-12-2015,09:17,CITI TURBO SHORT / DAX / STOP LOSS 10...,DE000CX0PHQ7,Transaktionsgebühr,,EUR,"-0,04",EUR,"-475,52"
14-12-2015,09:17,CITI TURBO SHORT / DAX / STOP LOSS 10...,DE000CX0PHQ7,"Kauf 30 zu je 3,14",,EUR,"-94,20",EUR,"-475,48"
11-12-2015,12:23,CITI TURBO SHORT / DAX / STOP LOSS 10...,DE000CX0PHQ7,Transaktionsgebühr,,EUR,"-4,00",EUR,"-381,28"
11-12-2015,12:23,CITI TURBO SHORT / DAX / STOP LOSS 10...,DE000CX0PHQ7,Transaktionsgebühr,,EUR,"-0,03",EUR,"-377,28"
11-12-2015,12:23,CITI TURBO SHORT / DAX / STOP LOSS 10...,DE000CX0PHQ7,"Verkauf 30 zu je 2,9",,EUR,"87,00",EUR,"-377,25"
11-12-2015,10:38,CITI TURBO SHORT / DAX / STOP LOSS 10...,DE000CX0PHQ7,Transaktionsgebühr,,EUR,"-4,00",EUR,"-464,25"
11-12-2015,10:38,CITI TURBO SHORT / DAX / STOP LOSS 10...,DE000CX0PHQ7,Transaktionsgebühr,,EUR,"-0,02",EUR,"-460,25"
11-12-2015,10:38,CITI TURBO SHORT / DAX / STOP LOSS 10...,DE000CX0PHQ7,"Kauf 30 zu je 1,8",,EUR,"-54,00",EUR,"-460,23"
10-12-2015,11:55,CITI TURBO LONG / DAX / STOP LOSS 103...,DE000CX0LW93,Transaktionsgebühr,,EUR,"-4,00",EUR,"-406,23"
10-12-2015,11:55,CITI TURBO LONG / DAX / STOP LOSS 103...,DE000CX0LW93,Transaktionsgebühr,,EUR,"-0,03",EUR,"-402,23"
10-12-2015,11:55,CITI TURBO LONG / DAX / STOP LOSS 103...,DE000CX0LW93,"Verkauf 20 zu je 3,55",,EUR,"71,00",EUR,"-402,20"
